1   61.000000
2   26.000000
3   24.000000
4   9.000000
5   14.000000
6   10.000000
7   10.000000
8   49.000000
9   29.000000
10  32.000000
11  18.000000
12  31.000000
13  22.000000
14  42.000000
15  22.000000
16  33.000000
17  18.000000
18  25.000000
19  2.000000
20  27.000000
21  3.000000
22  5.000000
23  8.000000
24  6.000000
25  24.000000
26  23.000000
27  2.000000
28  1.000000
29  8.000000
30  9.000000
31  1.000000
32  0.000000
33  0.000000
